2025-07-30 19:30:37,30.07.2025 17:30:41,50.578553,7.273615,152.40,28.58,991.48,29.13,45.07,29.312
2025-07-30 19:31:40,30.07.2025 17:31:41,50.578523,7.273578,146.20,29.55,991.30,30.29,41.59,29.937
2025-07-30 19:32:43,30.07.2025 17:32:44,50.578552,7.273620,144.50,30.19,991.47,30.76,41.04,30.312
2025-07-30 19:33:53,30.07.2025 17:33:54,50.578559,7.273615,155.60,30.54,991.35,28.98,43.92,29.875
2025-07-30 19:35:10,30.07.2025 17:35:11,50.578561,7.273600,150.00,29.84,991.31,27.66,47.40,29.750
2025-07-30 19:37:44,30.07.2025 17:37:45,50.578568,7.273611,142.30,28.56,990.59,27.58,47.56,29.625
2025-07-30 19:38:47,30.07.2025 17:38:48,50.578720,7.273598,143.20,28.52,990.55,27.66,46.43,27.875
2025-07-30 19:40:04,30.07.2025 17:40:05,50.578581,7.273613,152.40,27.44,990.48,26.72,48.75,25.812
2025-07-30 19:41:14,30.07.2025 17:41:15,50.578559,7.273597,151.70,29.32,990.83,27.96,46.89,25.687
2025-07-30 19:42:31,30.07.2025 17:42:32,50.578555,7.273580,147.20,31.62,990.84,29.26,44.58,26.375
2025-07-30 19:43:48,30.07.2025 17:43:49,50.578552,7.273601,152.30,32.21,990.80,29.43,43.65,26.562
2025-07-30 19:45:06,30.07.2025 17:45:06,50.578556,7.273618,145.40,31.56,990.83,29.05,43.71,26.250
2025-07-30 19:46:22,30.07.2025 17:46:23,50.578566,7.273621,148.70,31.47,990.81,29.36,43.03,26.562
2025-07-30 19:47:47,30.07.2025 17:47:48,50.578547,7.273597,149.30,30.65,990.60,28.55,44.60,25.750
2025-07-30 19:49:18,30.07.2025 17:49:19,50.578533,7.273579,149.70,30.19,990.66,28.82,44.68,25.437
2025-07-30 19:51:10,30.07.2025 17:51:11,50.578550,7.273618,148.90,27.99,990.52,27.00,48.10,24.187
2025-07-30 20:03:18,30.07.2025 18:03:19,50.578547,7.273583,150.30,21.91,990.49,23.41,58.80,20.687
2025-07-30 20:03:18,30.07.2025 18:03:19,50.578547,7.273583,150.30,21.91,990.49,23.41,58.80,20.687
2025-07-30 20:03:18,30.07.2025 18:03:19,50.578547,7.273583,150.30,21.91,990.49,23.41,58.80,20.687
2025-07-30 20:03:18,30.07.2025 18:03:19,50.578547,7.273583,150.30,21.91,990.49,23.41,58.80,20.687
2025-07-30 20:03:18,30.07.2025 18:03:19,50.578547,7.273583,150.30,21.91,990.49,23.41,58.80,20.687
2025-07-30 20:03:18,30.07.2025 18:03:19,50.578547,7.273583,150.30,21.91,990.49,23.41,58.80,20.687
2025-07-30 20:03:18,30.07.2025 18:03:19,50.578547,7.273583,150.30,21.91,990.49,23.41,58.80,20.687
2025-07-30 20:03:18,30.07.2025 18:03:19,50.578547,7.273583,150.30,21.91,990.49,23.41,58.80,20.687
2025-07-30 20:03:18,30.07.2025 18:03:19,50.578547,7.273583,150.30,21.91,990.49,23.41,58.80,20.687
2025-07-30 20:03:18,30.07.2025 18:03:19,50.578547,7.273583,150.30,21.91,990.49,23.41,58.80,20.687
2025-07-30 20:03:18,30.07.2025 18:03:19,50.578547,7.273583,150.30,21.91,990.49,23.41,58.80,20.687
2025-07-30 20:03:18,30.07.2025 18:03:19,50.578547,7.273583,150.30,21.91,990.49,23.41,58.80,20.687
2025-07-30 20:03:18,30.07.2025 18:03:19,50.578547,7.273583,150.30,21.91,990.49,23.41,58.80,20.687
2025-07-30 20:03:18,30.07.2025 18:03:19,50.578547,7.273583,150.30,21.91,990.49,23.41,58.80,20.687
2025-07-30 20:03:18,30.07.2025 18:03:19,50.578547,7.273583,150.30,21.91,990.49,23.41,58.80,20.687
2025-07-30 20:03:18,30.07.2025 18:03:19,50.578547,7.273583,150.30,21.91,990.49,23.41,58.80,20.687
2025-07-30 20:03:18,30.07.2025 18:03:19,50.578547,7.273583,150.30,21.91,990.49,23.41,58.80,20.687
2025-07-30 20:03:18,30.07.2025 18:03:19,50.578547,7.273583,150.30,21.91,990.49,23.41,58.80,20.687
2025-07-30 20:11:00,30.07.2025 18:11:01,50.578559,7.273593,150.50,20.72,990.60,22.99,60.66,19.750
2025-07-30 20:12:38,30.07.2025 18:12:39,50.578563,7.273613,146.90,20.70,990.72,23.01,60.36,19.625
2025-07-30 20:14:02,30.07.2025 18:14:03,50.578570,7.273580,148.70,20.73,990.64,22.93,61.18,19.625
2025-07-30 20:15:33,30.07.2025 18:15:34,50.578549,7.273591,148.50,21.41,990.76,23.24,60.46,19.750
2025-07-30 20:17:32,30.07.2025 18:17:33,50.578539,7.273611,149.10,21.77,990.70,23.55,59.02,19.937
2025-07-30 20:29:26,30.07.2025 18:29:27,50.578553,7.273577,153.00,19.64,990.71,22.42,62.54,18.750
2025-07-30 20:29:26,30.07.2025 18:29:27,50.578553,7.273577,153.00,19.64,990.71,22.42,62.54,18.750
2025-07-30 20:32:49,30.07.2025 18:32:50,50.578569,7.273558,154.30,19.38,990.68,22.53,61.81,18.500
